confidence,score,name,address,lat,lng,rating,reviews,phone,place_id,queriesMatched,firstFoundMetro,thumbnail
low,2172,Swifty Car Wash,"3442 Memorial Dr, Decatur, GA 30032",33.753092099999996,-84.2717313,4.6,1810,(770) 285-1422,ChIJx2pQyaoA9YgRX6lvHPGAIRY,laser car wash,atlanta,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGnb11NBrdn1Tr1PHm-1Q8eWj9OiN1cfE-xI73BXyCI9ri7hGStxCjY2r8L3Tbwq5K3-GITjfJbSx_bkfq72S0tywsJLWLofVyiXyPEKDQknHdcXSEYkcRZMArp8zvm8hiEduTiaQ=w80-h106-k-no
low,2165,CARisma WASH,"505 N Loop W Fwy, Houston, TX 77008",29.8121796,-95.406714,4.6,1804,(713) 868-9274,ChIJUWYwOnfHQIYRUygou1W6YZU,touchless car wash|laser car wash|brushless car wash,houston,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE8do-H0aO60wSr9A9fr5Bib0ENb6_F69EDUL_vtyp_jl5E3RhAcRAwtjv6lB8PkVIWVDCcMZuMw6aMovHgMA0rqtA0UDpCAKb-50yhkhf23BL0m3fJxonsduidABhBhKreRgB8Gw=w163-h92-k-no
low,2116,El Car Wash - North Miami,"11375 Biscayne Blvd, North Miami, FL 33181, United States",25.880767499999997,-80.16621839999999,4.5,1763,+1 866-305-4329,ChIJZe4vRgGz2YgRGFioOvlg-mw,touchless car wash|laser car wash|brushless car wash,miami,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGMvh5qohc6KKxYu1107JB-FgqkN2qYODHV04tm4HuG-QiqlfEnfUQVTAqs6kb4FVYVLcAf6iSrZ-FVHqF1SPt5K4BWGM8DjtOQFrPCStuRbAtTC-TWj2GVlm0jWsQFmgcY_CTN=w163-h92-k-no
low,2082,PureMagic Car Wash,"300 Simmons Rd, Knoxville, TN 37922",35.9027173,-84.1392675,4.7,1735,(865) 263-9673,ChIJHbeDpAAvXIgRSMhvjGm15Bg,touchless car wash|laser car wash|brushless car wash,knoxville,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHeq2pPPF27Lbqpbi-A_3ibO6ClZYpoAdLpgRtWyAauU0fx7zlvIDN2D9uQd5CCJoxJyRzk7dwrkrXi1gjDR3fm0X_VGfV1EGX1C7CK7LZlRCqD416niiNh4J5RU7DgOeuQP0WKSoRifovx=w138-h92-k-no
low,2032,El Car Wash - Altamonte Springs,"399 FL-436, Altamonte Springs, FL 32714",28.6624192,-81.3966604,4.9,1693,(866) 305-4329,ChIJT_PrER9x54gRLVifvy2bV5M,laser car wash|brushless car wash,orlando,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFLxWY9fITRwBt2w9Zq6LS-eDz3XWkFG6JDPg0SBcJ1y6-eYHNZSF7uKZci6L_9zqfRWfiu8czjazAqYoym-VjL2eNOWISx2HDKp1qp1gOZLvqrbb0xpDzkEK5VmJ-g04imWHLf9w=w137-h92-k-no
low,1983,ATLANTIS WASH & LUBE,"1650 Bushwick Ave, Brooklyn, NY 11207",40.679958299999996,-73.9023988,3.9,1983,(718) 919-8040,ChIJuzaobEZcwokRT-jZo6mnTco,laser car wash,new-york-city,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEA2OVk2aDRFKprm7lvKux8wDPb5syeO4zrtgAXlqG06uAPNfpBxypAzcUvmbCNYpUxwbTJOW0WOFFeehG7fOm12PYfli6wrHdiBfpkluPGr4-x2EK7wlbyra-dSl_UdXyZiYIAig=w122-h92-k-no
low,1877,Sud's Factory Car Wash,"7885 Oxford Ave, Philadelphia, PA 19111",40.0737369,-75.0842247,4.8,1564,(610) 772-8511,ChIJy7U8R5KxxokR09Pt4QVW4n8,touchless car wash|brushless car wash,philadelphia,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEq6woNRLUDGmxWWg2J6jPMk1_gBAmzwixdNZjIRCAvfl119aj-gCo0y6CUD5kD1UcCJXCPWbHklnHJS58oPNWrc5YonR37yMlVb7pt2sBmy4K7TWzoa0dkStqiIfKoKmj0MTZb=w207-h92-k-no
low,1855,Raceway Express Car Wash,"1952 S Gilbert Rd, Mesa, AZ 85204",33.3794323,-111.78880769999999,4.5,1546,(912) 737-0220,ChIJZ5xDg-ioK4cR5zRNqEbbUBI,touchless car wash|brushless car wash,phoenix,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGK8v4i2tIjw_uYRIjVb83jnuuwuCQp_Pl7Efh6G944MqaEvRQn8qHOzS3hwZNlUd0wadt1Ru9VGRQewBdPnEV8Srmwj00BiLliILLigfWWdcPScG_PCMp7VFd_lF-aiSGjRrxB=w138-h92-k-no
low,1824,WOW Carwash - S. Buffalo,"3935 S Buffalo Dr, Las Vegas, NV 89147",36.1176094,-115.26148549999999,4.5,1520,(833) 969-9274,ChIJXeDH7EnHyIARKh3YNsYocJQ,touchless car wash,las-vegas,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF2kMphWMk35kvHlBcdiN93qbBdWgFFtbyH0AApayjNEMNcsa8ItfksJ6Vx-wXJ-s7LWOvfiJWXSWb7ld_pN9V6oX_ejA2y9WTW3nGsHfpKxXR9QJR9w_ruWo_k0u8sLPFCQz7bxw=w137-h92-k-no
low,1823,WashU Car Wash,"8400 S Cicero Ave, Burbank, IL 60459",41.7397426,-87.7414781,4.6,1519,(312) 547-1547,ChIJVx-vQ1ExDogRjbk-yV0rxR0,brushless car wash,chicago,https://lh3.googleusercontent.com/gps-cs-s/APNQkAERXLt7t2VYnjGdQh59yjGT3pA8bXDzD6rvW0M_JSnFunY3_E1-hOgbsG2ufQ7mtdwWNHH4TcwvXWxsQoUKI8s-Rh_B4Ou0RcPciMPxs0gSMnV80Imczh4_JG1iWJrfv4UsPG8Y=w163-h92-k-no
low,1812,Prestige Car Wash,"645 Washington St, Quincy, MA 02169",42.2459099,-70.9751635,4.9,1510,(781) 562-1622,ChIJtTOOHUNj44kReVBooas7ljM,laser car wash|brushless car wash,boston,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHvu0SusoKH99Tt3yqTw2b-UDHHrxbNsJpv4iTS2TldApqR8PAY7f5Mq_sRXKkfa1cr4HSSwaXp4JC1EUczydYlB6_MJY90MkAInOgIZg6Q_XIckmqFv9mw-_E8-MgVjEhXh0H2=w86-h92-k-no
low,1780,Hurricane Express Wash,"834 N Military Hwy, Norfolk, VA 23502",36.8523028,-76.20920339999999,4.8,1483,(855) 239-4601,ChIJYdHeLguXuokRo_omzS5m7t0,brushless car wash,virginia-beach,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEGJWFxiByogiGeayc8fYg2fcDeRxlUVlQKfZoPszpP8czY5Efbn_bf1iIm-dN4EFPjcKaXiERaQKGrfPgMpeUH3sr9uK1PI3exOGMbY8McnZH8bxfDELPhVaVjwsN08cuN3da8JA=w137-h92-k-no
low,1760,PureMagic Car Wash,"11133 Kingston Pike, Knoxville, TN 37934",35.8873181,-84.1503996,4.4,1760,(865) 263-9673,ChIJF2SvLuQuXIgRy19avgftYrY,brushless car wash,knoxville,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHwblNRaejJJIdeVN2lxpzqYHaM3cTSZR9GV3hgWgnOspxL7GVAZ1kYNc5yR73dJX4Fq3Fx2VP_vLl8l79WvZa4ekBdzBG1M1Irvxsje33I-28lK8LOZa6VcnudPEmJgCEpt5YMwA=w122-h92-k-no
low,1652,Prestige Car Wash,"839 Hancock St, Quincy, MA 02170",42.2625086,-71.01256049999999,4.8,1377,(781) 562-1622,ChIJYZbDG69844kRfsXPuYd9ULE,touchless car wash|laser car wash|brushless car wash,boston,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFSg06ur6HeD6quUNzi0lOikehPvycVZ0VWEWm1xvPzXc1Ba2B8yEV0dT53V6P1SLWDPjXxttDpg7lZX_aA7telsHkVOCts5dN41PhLefdi8ybCaflo2UJ1D4kbdDLTDLl-N2nu=w80-h122-k-no
high,1626,West York Auto Spa Express,"2140 York Crossing Dr, York, PA 17408",39.965289299999995,-76.77434269999999,4.5,542,(717) 650-6600,ChIJu30mmBWNyIkRx9o5peRL0kY,touchless car wash|laser car wash|brushless car wash,york,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFaUDeU4xxb3IEfl7xH8h1zYh89MCORFM2E89fARWLFNLwfCJ_ip1zqR6x-8VCq1RMikqoAYaFGmz-tG6jNEKoRUtIawyeMFQCx3OY3Xfh_ta4KmeWF0wGAoLT52UtdEkuxDNol=w175-h92-k-no
low,1614,Delta Sonic Car Wash and Detailing,"6900 Peach St, Erie, PA 16509",42.0559924,-80.08988149999999,4.6,1345,(814) 217-0321,ChIJWS8jbKSAMogRlDYD-_4g3S0,touchless car wash|brushless car wash,erie,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGCQ1bN1BS-_6KoH1G6avrYaHqO-QnRidufNSq7E1AmbwaSXqeWzBQC1y5wGq_FUZ5MW71QbK5iLL3VwSo0c3Wcqj87hEOopJUwJ6k-Ul5s8enB2chSFqHUZef0ZbtBqGYi35b_=w163-h92-k-no
low,1608,Auto Paradise Car Wash,"7300 S Orange Blossom Trail, Orlando, FL 32809",28.4600932,-81.3985639,4.3,1608,(407) 286-0979,ChIJtdfimUV854gRSGyn_zZPnTw,touchless car wash|laser car wash|brushless car wash,orlando,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHzt9GtvHQuufvfXnA73C2_M215F5RlbS9S5oBaK2HdbXYg8vDi9RvY_x30k5DuZTTMoEekjX73ec4n8Mkd3-39q0c1hlHRQDXUtI7ZvlYm_T72E4i7OzWyAee3siYWHiGElClw=w80-h106-k-no
low,1605,Queensboro Car Wash,"38-26 21st St, Long Island City, NY 11101",40.7568942,-73.94016119999999,3.8,1605,(718) 752-9143,ChIJuSOYWtJYwokRJ3CYk5AUSD4,touchless car wash|brushless car wash,new-york-city,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE7OQWbzzbaL9jK7l7Rm7rt_2tPqWm3ZC5HMjMZRAgpm2pPfwFQzzunDamrdmMDVPlDQm3z0Z2330q6jc8wZmN5JqGOr9nUuEKZyWhXGYZlUawwfwnpggvXDJHybCocM2nPIUYb=w122-h92-k-no
low,1604,Splash Car Wash Express,"1248 Long Pond Rd, Rochester, NY 14626",43.2105562,-77.6952592,4.7,1337,(866) 597-9448,ChIJzRllrnmx1okRDOIhc2SYJMM,laser car wash,rochester,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHmgoS8_tcbk9mMR7NX94gHXa625RUbLSDa0EZPLoWKDE-TJKXf5eFydFbycLSXP177qli5MGzhUv25fMkvADK494bwneqDyST3eixlcHQ-WPXO_fLU2RM9Wu6BITga3n-VKVthPA=w122-h92-k-no
low,1547,LMC Car Wash & Lube,"334 E 109th St, New York, NY 10029",40.791488199999996,-73.9392964,4,1547,(212) 423-0444,ChIJVX8PGwH2wokRdDToDJBprSk,touchless car wash,new-york-city,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG5Iq8OCARqcjvZoPB36BueulngH--njDxJ2Jr9rN6XXZ6faLY8L5e8LLqlNwXG75SRcLtkwBpCBTbNSDaZJgaeXArjfxzE65c6_83tW2xA14S72kSPDneaA10eKkL_6XXFkpcq8Q=w139-h92-k-no
low,1525,Waves Express Car Wash,"3500 SC-153, Greenville, SC 29611",34.7896652,-82.4827164,4.7,1271,(864) 626-3600,ChIJycJk2vM5WIgRNv4oo84VGU0,touchless car wash|laser car wash|brushless car wash,greenville,https://lh3.googleusercontent.com/gps-cs-s/APNQkAELp8nk74-VSsuHAmNtAjwM8L_HQ-WL8Bgt-3xZjq6JOdoFIglep4SSyDKlwUWrlhk2FoPrvgrXuluRIh94JyOOYUBO_vIC9_d69Qtx3_uHAE3HLIPq1J_QhWveVzt4jtyRVhtO=w122-h92-k-no
low,1520,Coastal Express Car Wash,"4630 53rd Ave E, Bradenton, FL 34203",27.445626299999997,-82.5029254,4.7,1267,(941) 888-0466,ChIJ86AUyiY8w4gREiCYEs07dFA,touchless car wash|laser car wash|brushless car wash,sarasota,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEIzusFniWXNRFToV8FsgyZ-JWlPkvuO-ngs2wZdV7QMIPeEFxpRCZ9VXybgit1lt4H_WB7Tm9McafrkoUJCyjrmmA1OfgeD8I9VCdu8c7xAxla8Lz7mY3RSgV4i7xkS7j6kQx_Pp-Vljw=w138-h92-k-no
high,1475,Utah Auto Spa,"3151 Redwood Rd, West Valley City, UT 84119",40.7030159,-111.9383539,3.8,590,(801) 972-0670,ChIJX4HzQGiLUocRlObJBu_S7VE,touchless car wash|laser car wash|brushless car wash,salt-lake-city,https://lh3.googleusercontent.com/gps-cs-s/APNQkAELMW3_FpqWJwBK1EEUYIkLan13o8D39LDpLKJqXOC7g55BLPAKe4zpvGslGyX2i4Lsy5ztDxvHKGVI_z19YgO6IvhflyAUxUugoldT5c_x1l7W318QT2t8ujWTlymcQx3ODK5uBQ=w80-h97-k-no
low,1390,Sun & Suds Car Wash,"6412 Manatee Ave W, Bradenton, FL 34209",27.49644,-82.62682199999999,4.7,1158,(941) 564-3072,ChIJ7w30HyAXw4gREodG5Znaf98,brushless car wash,sarasota,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGqNIlmCsSpKCEgOsBid5YsjyOdG8bmw8Ef_fPsjWGD9YHqcAYOT33zEL1jLhempAdqh4X8fCJvmX4EbGF-wCvIfi5jZGU6JpClpxwyQxUin3foPisYLdoTj8TfmPSDUky0rbWy1g=w122-h92-k-no
high,1323,Ritchie Station Auto Spa Express,"1610 Ritchie Station Ct, Capitol Heights, MD 20743",38.868356899999995,-76.8500289,4.2,529,(240) 392-2497,ChIJW7LrRmm_t4kRgSI1tNQyFIg,touchless car wash|laser car wash|brushless car wash,washington-dc,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFbsnhmW7u5Pv-AbPFpXGTl3Er2noVc5KefzDxo8LIpXgKh91-0wbmkzsbD4vET3ha6LuC02N6Z4zBIoxT_KOk2AitzhnsX86EIWy4t2E27Ssal8q1Azz6caB0bAOkI-sJqnLJS=w163-h92-k-no
high,1315,Laserwash of Braker Ln,"2506 W Braker Ln, Austin, TX 78758",30.3908483,-97.71890069999999,4,526,(512) 821-1400,ChIJtZrnQ_XLRIYRze4I0T6LTVQ,touchless car wash|laser car wash|brushless car wash,austin,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFfz9CL9bVr_iOmHEA1sKiaPk3jFzJWA8tmGbMPeCRoBMN9CMjjXtHdYQvusCn73CXJkFZWEH3rO8WeitKMWGv9rdS0MMQfvukZVOjGEamSJE2YwoB1OawUfLToaE3cYtqR_Q=w122-h92-k-no
low,1306,Delta Sonic Car Wash & Oil Change,"1355 Niagara Falls Blvd, Buffalo, NY 14226",42.991405199999996,-78.8211941,4.3,1306,(716) 832-4050,ChIJ2cUbgGxy04kRy5qjlrYfg8U,laser car wash,buffalo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFTA67Ib9uuczfg0d94fN_SfUMhIEwKVZzJkGv17XyoBiwU3ZAajkATwJwqf-xX99x8mEit83Qpn0sJ0ENy0QixaqlHt-AzzPWCqISbc6Kqq6izmQ25mGZl27iU8SVQ1ngR7cJp=w163-h92-k-no
