place_id,name,address,lat,lng,rating,reviews,phone,types,open_state,queriesMatched,metrosMatched,metrosMatchedCount,nameIsTouchless,firstFoundMetro,thumbnail
ChIJW7LrRmm_t4kRgSI1tNQyFIg,Ritchie Station Auto Spa Express,"1610 Ritchie Station Ct, Capitol Heights, MD 20743",38.868356899999995,-76.8500289,4.2,529,(240) 392-2497,Car wash,Open · Closes 8 PM,touchless car wash|laser car wash|brushless car wash,washington-dc,1,true,washington-dc,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFbsnhmW7u5Pv-AbPFpXGTl3Er2noVc5KefzDxo8LIpXgKh91-0wbmkzsbD4vET3ha6LuC02N6Z4zBIoxT_KOk2AitzhnsX86EIWy4t2E27Ssal8q1Azz6caB0bAOkI-sJqnLJS=w163-h92-k-no
ChIJtZrnQ_XLRIYRze4I0T6LTVQ,Laserwash of Braker Ln,"2506 W Braker Ln, Austin, TX 78758",30.3908483,-97.71890069999999,4,526,(512) 821-1400,Car wash,Open 24 hours,touchless car wash|laser car wash|brushless car wash,austin,1,true,austin,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFfz9CL9bVr_iOmHEA1sKiaPk3jFzJWA8tmGbMPeCRoBMN9CMjjXtHdYQvusCn73CXJkFZWEH3rO8WeitKMWGv9rdS0MMQfvukZVOjGEamSJE2YwoB1OawUfLToaE3cYtqR_Q=w122-h92-k-no
ChIJuTZxA6-xQYgRCU-xKr58ZXI,27 Auto Spa LLC,"2404 Alexandria Pike, Southgate, KY 41071",39.07325,-84.4725849,3.3,520,(859) 529-0736,Self service car wash,Open 24 hours,touchless car wash|laser car wash|brushless car wash,cincinnati,1,true,cincinnati,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHtiFWDuxN3Xq4gyO-W-ODG5KcgOLp47vQzpVwmrSH6sJOh2xilaVO0HC99k3aUzyylNkCDdvkSNSxy8XwhwRNtzMrv2J0OOvBq5SpzzAGVAuskgZIWxAsQa0x0NOexj33sQnjOC0Tfkfk=w122-h92-k-no
ChIJU29c749tsYkRWa_X-89zNeY,Tidal Wave Auto Spa | Car Wash,"1409 Packer Crossing, Richmond, VA 23235",37.5123226,-77.6074091,4.4,497,(706) 558-6500,Car wash|Self service car wash,Open · Closes 8 PM,laser car wash,richmond,1,true,richmond,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHfLN30xQX-CtPMTjcizidVtBqAjt9KOcD1bGCh3xdCv0x6sclvDZMJR1KrtsmTnrv37F0nStKr4f0yg9V7IQAetdC_QDuHU3A7QaI1kGZyWB44JseDtDw0q1TyEWagIS8j3XMO=w80-h120-k-no
ChIJy2S3XyqJk4cRzIYqf2ZsHbg,Tidal Wave Auto Spa | Car Wash,"2008 Cornhusker Rd, Bellevue, NE 68123",41.159712999999996,-95.940857,4.1,480,(706) 558-6500,Car wash|Self service car wash,Open · Closes 8 PM,touchless car wash|laser car wash,omaha,1,true,omaha,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGy_c4bql6Yh_TstD79INOtNN2fps4zS_x5Yd0APkUizKSPznab_M9FAWdKY043EguMRYVbXcvaER5PKiHDua7pmlgEDrHqrvPxunk3Budxk7xuvSvcI4Rf0p9kSCFNfiC59IX8ug=w80-h120-k-no
ChIJz4PVZ6eH3YgRi6PZWSoXnn0,Tidal Wave Auto Spa | Car Wash,"12901 Deertrace Ave, Orlando, FL 32837",28.3780814,-81.4051684,4.9,468,(706) 558-6500,Car wash|Self service car wash,Open · Closes 8 PM,laser car wash,orlando,1,true,orlando,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFSSInhsdrtZfSeywkN2Ec9z_pRydyi7d2NO3Bxv0FKMyDeqJly-TtEMccXddBcjEQPpUKKTbfGu62Zen5Q977Cexp8_6xO1SYIpJmqZydVl8wN06huAmX3RDmtJVwX9EPPyUL62cdd7Eej=w92-h92-k-no
ChIJTVEJkdMLK4cR9JYQcZOnG1w,Desert Auto Spa and Car Wash,"8002 E Thomas Rd, Scottsdale, AZ 85251",33.4805771,-111.90830869999999,4,465,(480) 588-7784,Car wash,Closed · Opens 8 AM,touchless car wash|brushless car wash,phoenix,1,true,phoenix,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGYK5c26Aclo_e8QKfZ8dGRSZEnXonl7eeFBQqUD7ef8bjH21LLXRjP8079Sm2r-Qv00Cv-Go-uDa22nS5UKKiMhRuZ1kvSrCbg5tU2ArtG5b_Z9bExEOCMMlWJxkHGpMjajlLq=w122-h92-k-no
ChIJUdHAzzWPwIcRA3ew33GfK2s,Tidal Wave Auto Spa | Car Wash,"10760 Parallel Pkwy, Kansas City, KS 66109",39.1296277,-94.8280351,4.5,451,(706) 558-6500,Car wash|Self service car wash,Open · Closes 8 PM,laser car wash,kansas-city,1,true,kansas-city,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGmMWGbpvTFdRi-cxbTWxFAdvcs-icshzz8NGQjT7P1lQCD5UfZtCjw8ZkeNXOZRm_gWN0FZKcvm6wGoH80zVxvHbwCG_AsfQOENdgN7LONNi4bYQq2rJxackJRUgFRRIfzU1-eMA=w80-h120-k-no
ChIJwaWNGGLhwogRHs6HROFrfvg,Woodlawn Car Wash - Touchless Automatic,"2300 Dr M.L.K. Jr St N, St. Petersburg, FL 33704",27.79321,-82.647066,3.3,386,(386) 409-1742,Car wash,Open · Closes 9 PM,touchless car wash|laser car wash|brushless car wash,tampa,1,true,tampa,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHWcMY36l3yCWIP1SWmJcnppT3-5-3vE2aaq9abjihQZ56CPObK31ogDnQ_euh_JIAe8C7QL1NWzuMaDNYg-FulhJHtogdOAQk6UJwM0u-6SfuOLY0qEYAiPDpLjVlzPHqa10mZcA=w122-h92-k-no
ChIJu7dy6tc_K4cRiBloCioLLmU,"Super Shine Express Wash, Touch Free and Self Serve Car","8365 W McDowell Rd, Tolleson, AZ 85353",33.4647961,-112.2396162,4.2,378,(602) 726-2977,Self service car wash|Car wash,Open 24 hours,touchless car wash|laser car wash|brushless car wash,phoenix,1,true,phoenix,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEatzgHKLXXB3tP5OIVq1xYrmzQmJJeoFR_BAOasiMJZdrT7aVh8DN5U4Uf7J9Ja7wbTHmjrXSA-nFq0o7ssH0Its2BUwlnfGeV6poZF2FpNvshOwToRT4dZD9F3EMxE7GVM64o4im1BkmL=w80-h106-k-no
ChIJYSuacS5j1YcRvH-JYFi_jrM,Tidal Wave Auto Spa | Car Wash,"4140 Fountain Ln, Horn Lake, MS 38637",34.9622252,-90.063299,4.7,377,(706) 558-6500,Car wash|Self service car wash,Open · Closes 8 PM,laser car wash,memphis,1,true,memphis,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH1WfSjHpmPBf0fGqf6ue9nJAFIVuJuBYu9vXj7bdQa-AKYF2_-pxJBdTRLEB6ENMlAi53A2wldODj_QN3kHmnY0brgNOT8h1wuSvFKKB747XUViwAhfrbgaVM_8KVlqmNmtDVn=w92-h92-k-no
ChIJXS9n8sdxIocRD9EVeO-1JtU,Tidal Wave Auto Spa | Car Wash,"10601 Unser Blvd NW, Albuquerque, NM 87114",35.2098383,-106.70102419999999,4.6,350,(706) 558-6500,Car wash|Self service car wash,Closed · Opens 8 AM,touchless car wash|laser car wash,albuquerque,1,true,albuquerque,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHGSNrnnJqAQNAGJVZrfn6aa6SutjYX0EgvQq1LsdY_7tRG_cig1gtCCCcoAQh9VvIVQgi1TTSnM1Q96aP3bQTKvYk1DQwWfDt-3NQDiWUvsJTlM_gG1NaWU5k-VUxyb7b1Wpq6=w80-h106-k-no
ChIJMycQnRgdyIkRkNKPYMfvQsM,Halethorpe Auto Spa Express,"3504 Washington Blvd, Halethorpe, MD 21227",39.2527112,-76.6689971,4.5,348,(443) 297-8109,Car wash,Open · Closes 8 PM,laser car wash|brushless car wash,baltimore,1,true,baltimore,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGh1gj4giHcdhG2HzpAWsmLSxAm0pUqXdDeDREz_WjPZ055HzWr10I2oGY6AKqp7H5TODgKpDeIuK5HgH3jh3NdU9yIm56UWAPzbitno3JkR3trJQuOxxH8MlfI6HtSJpLeDeOsEQ=w164-h92-k-no
ChIJXVAssf4hiYgRqFZ-BVeVbmk,Big Drip Auto Spa | Car Wash,"2420 John Hawkins Pkwy, Hoover, AL 35244",33.356533,-86.8571319,4,326,(205) 605-3444,Car wash,Open · Closes 7:30 PM,brushless car wash,birmingham,1,true,birmingham,https://lh3.googleusercontent.com/gps-cs-s/APNQkAElhpxkfEvo8uAQ3eTJ2ae9fQOJAFf_8a2kzjllTRVMVXE-ipONdbTrcwAoK3sO8tDEjAHfglFgLEFpt3m_feAiMKPu7Eck7zIb782HHkTX3OIA_hRQBfk0Gt_GD19wa8pdRIEf=w163-h92-k-no
ChIJywxFov-tB4gR_DOQUVOjtKE,Auto Spa Car Wash,"5328 Verona Rd, Fitchburg, WI 53711",43.01932,-89.472122,3.5,322,(608) 886-2504,Car wash|Self service car wash,,touchless car wash|laser car wash|brushless car wash,madison,1,true,madison,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEPUKIbhH23Kp7BehQuQGn_gW2QVXDt4im_0wWxL9o4N2p_KtPADDtuOG543qp3qSHKJhdlDvFv48qPr1LOdiF2f0boDuH_-Vazgh1T2h-M0gZ4iMGVILmEDxWUPp5B7_dVSpVLFg=w122-h92-k-no
ChIJQYYN80CAP4gRFJBtXJ4E1tc,Cascade Car Wash Touchless Automatic - Englewood,"714 Taywood Rd, Englewood, OH 45322",39.8647505,-84.2923136,4.4,301,(937) 836-4202,Car wash,Open 24 hours,touchless car wash|laser car wash|brushless car wash,dayton,1,true,dayton,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHRd-H3UtoEVt1OYCkD9jJ33BnxShPQXj0K1oqrHqwAF2ovhTthSkvYKQsrBirSM3JpsyHeuZ3YVCS9HQ_D2b89oegN9baRBBCPwTZDNuR4L5xECUzbEm2a6e_Y1BYUVo8WSy3YrQ=w163-h92-k-no
ChIJw_VAdVuFQIgRJg8MuvJVTgY,Cascade Car Wash Touchless Automatic - Kettering,"2701 Swigert Rd, Kettering, OH 45440",39.6760301,-84.1158906,4.4,294,(937) 242-7446,Car wash,Open 24 hours,touchless car wash|laser car wash|brushless car wash,dayton,1,true,dayton,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGZmMr3WH2WIw6UjQ-6_HSdYo2oITKn5dihFmpbM2glKNc19c8H3IRkF3m0JbuZV6GdUGbkKNSbaLKOMJ1fI76bAQ3GMYOgfBPG9c3q8Izx2Eo5HeiX_uLGFuKqJV0rKuwGPJTwcg=w138-h92-k-no
ChIJwU9m7bIdwYcR4SG7GoGHzDA,Tidal Wave Auto Spa | Car Wash,"17620 East 39th St S, Independence, MO 64055",39.0489713,-94.3715689,4.8,281,(706) 558-6500,Car wash|Self service car wash,Open · Closes 8 PM,laser car wash,kansas-city,1,true,kansas-city,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFyy5spxTdOIyAFN6MEjbKEsG9bTTNpBwg17ZSKN5CrbC0KBRrr_v4X92vSZPtPslmiwS7lZQ0dhOBn6t_uCgCEVasSIO8VW5UzRBanHgw7K59NF4FkdMO4FhfCLUAdzvLIHudQ=w92-h92-k-no
ChIJZUO7ms3fmoARKSIrFvqqoi4,BubbleBee Hand/Touchless CarWash Citrus heights,"6225 Binet Dr, Citrus Heights, CA 95621",38.6788761,-121.30418549999999,4.7,276,(916) 318-9935,Car wash,Closed · Opens 9 AM,touchless car wash|laser car wash,sacramento,1,true,sacramento,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHg_q0i_CTdDpyzXO0gTFdQzvGKUZJbpNTmYkgoKtz2pvXIPn_0Gn1-kfO_-lcjS3PpLyFpHJgui_cMxRwcpYwHOV8zCb7Io2MJ_7efIc_4nUgt1DB_O5_mKbkTdI39U-0TYbic9g=w80-h142-k-no
ChIJV9DPSvDxMIgR8udw9NS1_f0,Lakewood LaserWash,"1584 W 117th St, Cleveland, OH 44107",41.4784941,-81.76918599999999,3.6,255,(440) 933-0925,Car wash,Open 24 hours,touchless car wash|laser car wash|brushless car wash,cleveland|erie,2,true,cleveland,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE-cpfnEmjk32gWyz5YfqgnEzCk5HgCNrEoeYEFyowuZlzBHsHINIGyARnMbwePH6SC4Yyjzcusw88xJ91SXGaanIZeM99Ymu5dsuWWUWVp9Hq9zsYrC9xap3qP3-ouQgmtxHiw=w122-h92-k-no
ChIJNYDcqezjt4kRIaZIgks1100,Arundel Mills Auto Spa Express,"7682 Arundel Mills Blvd, Hanover, MD 21076",39.153284899999996,-76.728847,4.3,243,(443) 620-5161,Car wash,Open · Closes 8 PM,touchless car wash,baltimore,1,true,baltimore,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE3HxYjk0j6Q8uGGP4goDQo66ITphrGKb1Ua63p6TNn67vLLPAhUsGVPgRUG_9VVKPTvwCItidPw-e-XVypfE0IOpvM71nZDeKTmJjrQlP0OhlMrVz5Ly2lAEOcHX0vHVa2tsfvGQ=w122-h92-k-no
ChIJJXhx8p3zk4cRN_Ews1BetmI,Tidal Wave Auto Spa | Car Wash,"11910 M St, Omaha, NE 68137",41.2109824,-96.10004959999999,4.4,241,(706) 558-6500,Car wash|Self service car wash,Open · Closes 8 PM,laser car wash,omaha,1,true,omaha,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFWFuSVCFv0FqdWWCDTWOI-I5_oyR8nqykZXtQVvAco14G3iPy0IjAEGL1ON9G24rs1d9fEAisyuvpiFA5FuhI_d4qPE8DZIR_K46-vsDqLz0d4fj7WMAt6e-MLwzSPrfwBDXv1=w80-h120-k-no
ChIJT3rVTiub7ocRfmxylFE97_k,Executive Laser Wash,"1825 SW Oralabor Rd, Ankeny, IA 50021",41.703861599999996,-93.6255566,3.9,239,,Car wash,Open 24 hours,laser car wash|brushless car wash,des-moines,1,true,des-moines,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEtixWS1FohbzHa3bpq4TAa2htH6tvngYBEMHMeeWUMOSa0HEoTIzy2C7ZdUufviLSzNde-isHRGQVlUiEH1xFDiyMr8Oh0cth61WW2Wui14B9WsXbjbq1ftkQQFk_xyDy7Pi8lLw=w80-h106-k-no
ChIJEbyjkfrcFogRK8iWPnjokdo,Caribbean Auto Spa,"2714 Emerson Dr, Elkhart, IN 46514",41.722134499999996,-85.9806703,4.3,233,(574) 312-3670,Car wash,Open 24 hours,touchless car wash|brushless car wash|laser car wash,south-bend|elkhart,2,true,south-bend,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHXr7yDMoujpC9zPSbEiHegXiSuNm5CuEZelyvInbGy0RK6vlH51iKqreml6uvboqo7wJik7dYdkHfGrMb70Oc86xEnMp2cpqDRYC9M_6oQ6Vh4YVbB5iG3qwHGXMJ1CekuO5iTBw=w137-h92-k-no
ChIJz5VNIzrtMIgR9sQbjk1rtYY,Fairview Laser Wash,"21050 Lorain Rd, Cleveland, OH 44126",41.4466505,-81.8534885,3.8,232,(440) 933-0925,Car wash,Open 24 hours,touchless car wash|laser car wash|brushless car wash,cleveland,1,true,cleveland,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE74ng-DhOsP9ZKy2itbLHqwTHh0P4ll409vFlxRHcQkJ1BaYkxKeyPFtxcZvO2pQYeQf35fqnqWzvv28cMB3sxOsxs7U1Eikjft1ppK37lUhwLgk-hT1GJFtr_12d49vEMMfQx8A=w122-h92-k-no
ChIJzcmBm2pO5IkRVin5J005oNY,Shine On Auto Wash Touchless Automatic,"1271 Warwick Ave, Warwick, RI 02888",41.741738999999995,-71.40822299999999,4.3,193,(401) 541-5808,Car wash,Open 24 hours,touchless car wash|laser car wash|brushless car wash,providence,1,true,providence,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGTwNZVg8-bLzt-dJXm5rhsLso9ymEs9jmKVNv4TwB5rlFosxue8eI7AZWUf-YTZGzTJl6YpPl8K_UWu8AuSmFTGrTOfDr4rmFAROyuFaqrYto1on5XxmVgOpj1CcsCzqn6KwY=w80-h142-k-no
ChIJZXQALWWNXIYREe3ExBLNZto,Klean Ride Touchless and Self-Sevice Car Wash,"13654 Nacogdoches Rd, San Antonio, TX 78217",29.5654941,-98.3876327,4,187,(210) 549-6611,Car wash|Self service car wash,Open · Closes 9:30 PM,touchless car wash,san-antonio,1,true,san-antonio,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFkvBh3ZHQRh8OVztb6CG2J76kq4rPiNR3nSWXst2cWG_Q5yc5qUaQcDuPnMQcmJZcdx9uwlfLDRUJVWz11kbWEMjs-OIpef7fpi9dETfB80Ey6AoM6q9dydbHvK3HtwgC0cEcrJA=w122-h92-k-no
ChIJWTpkDchb5IkR_0mSG6VRxpk,Shine On Auto Wash Touchless Automatic,"84 Highland Ave, East Providence, RI 02914",41.8054369,-71.3398229,4.5,185,(401) 541-5808,Car wash,Open 24 hours,touchless car wash|laser car wash|brushless car wash,providence,1,true,providence,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHje3ClBfeXlTM8nnpIPix0CYJtXxXQNtJ4eXG7vNmFBX8i6GCV9IoxeG22xLtyxs-qpuYogEDOhdmJq_bTj4j0PJ2VmZ1V6jNVq7bdvC7aeC03rcdbNdkJDBuPWyb7e0Zk7V-7T2TK_IQ=w80-h106-k-no
ChIJT5LqNt1KDogRnwOueRxHmxo,Touch Free Car Wash,"4044 Washington Blvd, Hillside, IL 60162",41.8818918,-87.8848725,4.2,181,(630) 346-3973,Self service car wash|Car wash,Open 24 hours,touchless car wash|laser car wash,chicago,1,true,chicago,https://lh3.googleusercontent.com/gps-cs-s/APNQkAELjhPtC-X5qr708OFeYMyGO8i3If3g3Eay62j9tJnUAI_yXCGY0nG_AlLhhfpn4w19KIQLS_dem9kGeiQQ6BjUaUSQb8BhB_dnuOjlpc62iVpKht7ABCrmC1vZXxEfwE9UCtE=w200-h92-k-no
ChIJwUgjn4GYQIgR6ixPDPLnrBQ,Xenia Auto Spa,"1386 N Detroit St, Xenia, OH 45385",39.7038623,-83.9339887,4.3,178,(937) 605-4751,Self service car wash|Car wash,Open 24 hours,touchless car wash|laser car wash|brushless car wash,dayton,1,true,dayton,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFPaCGdlIcq2fCNx4XB9fkY34ryjoj8-SfB3_GpwsIrx-DqvClO7X2o-2LDz1F-uvEEoG6KToQPnlVLD2C0Q0gyTpNbjUEPvyng3e4ddHv4H5QmEqSByU9aCb08gSacpU7YrMs=w157-h92-k-no
ChIJkzPuYVKhVogRj7rLArQB_So,Sunset Auto Spa,"4308 Sunset Rd, Charlotte, NC 28216",35.305389399999996,-80.85607139999999,2.9,170,,Self service car wash,Open now,touchless car wash,charlotte,1,true,charlotte,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEpewckvyieX_gR1qTuXeaYRO9nLFqflE55DS3zYJcB2hHvlJILydu-LmA5pbmjQNwTqMfjMBkvH1mCGFc-_Y6lu0k5uVBEiKHGr--HBbM0tA0VJuY6_aNaQ_FsxtbdURMyYLSTAg=w80-h106-k-no
ChIJX7dwVkFgXIYRPZAMcWU1qQM,SLG Touch Free Car Wash,"1030 Patricia Dr, San Antonio, TX 78213",29.5445565,-98.5120888,3.4,165,(512) 677-5816,Car wash,Open 24 hours,touchless car wash|laser car wash|brushless car wash,san-antonio,1,true,san-antonio,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFrl0GBKPNfyMjEi1xuTOnJFDmA-FmWhrkGK-xwhMk1feMaZXDkUOAPieI87hGOihu3fkZtGKJBVaB1f_Ao5jvixkITGXosw6vXhSH6B-wLZRwd7w84Ls5hcIo7LlQavmmfRInX=w122-h92-k-no
ChIJh58txJNQ24ARGuwyaQK18o8,Sundance Auto Spa,"34676 County Line Rd, Yucaipa, CA 92399",34.0045678,-117.0478217,3.4,165,,Self service car wash|Hot tub store,Open · Closes 9 PM,touchless car wash,inland-empire,1,true,inland-empire,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF0GU3b_kQ4K4rK7mrVsBFnsBxtBKjdlXS4uAjAThoboxdCrQDhM8jNyQQCSbNYcFJlfE0V4rbs6iyRt8iCtIskDiW2VaN1bn6ICQ7Mixtq8ABvfxKtCAZ7HvPFuGKMrfgqmxPQ0Q=w163-h92-k-no
ChIJZ1sFeVe15YgR9U1ZWIq8lbY,Splash Eco Auto Spa St Johns Town Center,"4663 River City Dr, Jacksonville, FL 32246",30.260524999999998,-81.526636,3.7,146,(904) 606-3520,Car wash|Car detailing service,Closed · Opens 10 AM,laser car wash,jacksonville,1,true,jacksonville,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGUxcCBvENacT7POmCGQIpxMYrbAlFGes_CWdNvWiC3W_gUB1xG8wxsJIUs6ydOK1aAM_DJ7G9LiA-AVHyL-cBcKqb2_KwZAEPN5SuoPTXh839dzJcChFHi9H_wKz8WuDqDKHg=w122-h92-k-no
